LSID	URI	Title	Year	Date Published	Citation	ContainedIn	Edition	ShortTitle	Publisher
urn:lsid:biodiversity.org.au:apni.publication:106549	http://biodiversity.org.au/apni.publication/106549	Revisio Specierum Generus Crataegi. (1897).		(1897)	Revisio Specierum Generus Crataegi. (1897).				
urn:lsid:biodiversity.org.au:apni.publication:106559	http://biodiversity.org.au/apni.publication/106559	Jacqin, N.J. von, Florae Austriacae sive Plantarum Selectarum in Austriae archiducatu sponte Crescentium. 1773-1778.		1773-1778	Jacqin, N.J. von, Florae Austriacae sive Plantarum Selectarum in Austriae archiducatu sponte Crescentium. 1773-1778.			Fl. Austriac. (Jacquin)	
urn:lsid:biodiversity.org.au:apni.publication:106569	http://biodiversity.org.au/apni.publication/106569	Constantin ritter von Ettingshausen Denkschriften der Kaiserlichen Akademie der Wissenschaften. Mathematisch-Naturwissenschaftliche Classe 15. (1858).		(1858)	Constantin ritter von Ettingshausen Denkschriften der Kaiserlichen Akademie der Wissenschaften. Mathematisch-Naturwissenschaftliche Classe 15. (1858).				
urn:lsid:biodiversity.org.au:apni.publication:106631	http://biodiversity.org.au/apni.publication/106631	Mueller, F.J.H. von, Catalogue of Plants under Cultivation in the Melbourne Botanic Gardens. Oct. 1858.		Oct. 1858	Mueller, F.J.H. von, Catalogue of Plants under Cultivation in the Melbourne Botanic Gardens. Oct. 1858.				
urn:lsid:biodiversity.org.au:apni.publication:106638	http://biodiversity.org.au/apni.publication/106638	Hooker, W.J., Garden Ferns. 1862.		1862	Hooker, W.J., Garden Ferns. 1862.			Gard. ferns	
urn:lsid:biodiversity.org.au:apni.publication:106669	http://biodiversity.org.au/apni.publication/106669	Abhandlungen der Koniglichen Gesellschaft der Wissenschaften zu Gottingen. 1843-1892.		1843-1892	Abhandlungen der Koniglichen Gesellschaft der Wissenschaften zu Gottingen. 1843-1892.			Abh.Konigl.Ges.Wiss.Gottingen	
urn:lsid:biodiversity.org.au:apni.publication:106705	http://biodiversity.org.au/apni.publication/106705	Royal Botanic Gardens Sydney Annual Report 1988-1989. 1989.		1989	Royal Botanic Gardens Sydney Annual Report 1988-1989. 1989.				
urn:lsid:biodiversity.org.au:apni.publication:106712	http://biodiversity.org.au/apni.publication/106712	Forster, J.G., De Plantis Esculentis Insularum Oceani Australis Commentatio Botanica. Aug.-Sep. 1786.		Aug.-Sep. 1786	Forster, J.G., De Plantis Esculentis Insularum Oceani Australis Commentatio Botanica. Aug.-Sep. 1786.			Pl. esc.	
urn:lsid:biodiversity.org.au:apni.publication:100568	http://biodiversity.org.au/apni.publication/100568	Nees von Esenbeck, C.G.D. & Nees von Esenbeck, T.F.L., De Cinnamomo disputatio. (1823).		(1823)	Nees von Esenbeck, C.G.D. & Nees von Esenbeck, T.F.L., De Cinnamomo disputatio. (1823).				
urn:lsid:biodiversity.org.au:apni.publication:100583	http://biodiversity.org.au/apni.publication/100583	Australian Plant Drawings. (1927).		(1927)	Australian Plant Drawings. (1927).				
urn:lsid:biodiversity.org.au:apni.publication:100640	http://biodiversity.org.au/apni.publication/100640	Nouvelles Annales du Mus~Pum d'Histoire Naturelle, Paris ser. 3, 3. (Apr. 1835).		(Apr. 1835)	Nouvelles Annales du Mus~Pum d'Histoire Naturelle, Paris ser. 3, 3. (Apr. 1835).				
urn:lsid:biodiversity.org.au:apni.publication:100683	http://biodiversity.org.au/apni.publication/100683	Catalogus Plantarum Horti Regii Neapolitani. (1825).		(1825)	Catalogus Plantarum Horti Regii Neapolitani. (1825).				
urn:lsid:biodiversity.org.au:apni.publication:100684	http://biodiversity.org.au/apni.publication/100684	An Epitome of the Second Edition of Hortus Kewensis. 1814.		1814	An Epitome of the Second Edition of Hortus Kewensis. 1814.				
urn:lsid:biodiversity.org.au:apni.publication:100701	http://biodiversity.org.au/apni.publication/100701	Torrey, J., A Flora of the Northern and Middle Sections of the United States. 1823-1824.		1823-1824	Torrey, J., A Flora of the Northern and Middle Sections of the United States. 1823-1824.				
urn:lsid:biodiversity.org.au:apni.publication:100813	http://biodiversity.org.au/apni.publication/100813	Bulletin du Jardin Botanique de Pierre le Grand. 1917.		1917	Bulletin du Jardin Botanique de Pierre le Grand. 1917.				
urn:lsid:biodiversity.org.au:apni.publication:100834	http://biodiversity.org.au/apni.publication/100834	Bombay Natural History Society 67. (1970).		(1970)	Bombay Natural History Society 67. (1970).				
urn:lsid:biodiversity.org.au:apni.publication:100903	http://biodiversity.org.au/apni.publication/100903	Loudon, J.C., Loudon's Hortus Britannicus. 1830-1839.		1830-1839	Loudon, J.C., Loudon's Hortus Britannicus. 1830-1839.			Hort. Brit.	
urn:lsid:biodiversity.org.au:apni.publication:100931	http://biodiversity.org.au/apni.publication/100931	Hooker, W.J., Species Filicum. 1846-1864.		1846-1864	Hooker, W.J., Species Filicum. 1846-1864.				
urn:lsid:biodiversity.org.au:apni.publication:100939	http://biodiversity.org.au/apni.publication/100939	Choisy, J.D., Prodromus d'une Monographie de la Famille des Hypericinees. 9 Mar. 1821.		9 Mar. 1821	Choisy, J.D., Prodromus d'une Monographie de la Famille des Hypericinees. 9 Mar. 1821.				
urn:lsid:biodiversity.org.au:apni.publication:100959	http://biodiversity.org.au/apni.publication/100959	Preprint to Transactions and Proceedings of the Royal Society of South Australia. Apr. 1883.		Apr. 1883	Preprint to Transactions and Proceedings of the Royal Society of South Australia. Apr. 1883.				
urn:lsid:biodiversity.org.au:apni.publication:101049	http://biodiversity.org.au/apni.publication/101049	Synopsis Florae Germanicae et Helveticae. (25<NR>26 Apr. 1836).		(25<NR>26 Apr. 1836)	Synopsis Florae Germanicae et Helveticae. (25<NR>26 Apr. 1836).				
urn:lsid:biodiversity.org.au:apni.publication:101084	http://biodiversity.org.au/apni.publication/101084	Florae Lybicae Specimen. 1824.		1824	Florae Lybicae Specimen. 1824.				
urn:lsid:biodiversity.org.au:apni.publication:101090	http://biodiversity.org.au/apni.publication/101090	Annales du Museum National d'Histoire Naturelle. (1834).		(1834)	Annales du Museum National d'Histoire Naturelle. (1834).				
urn:lsid:biodiversity.org.au:apni.publication:101157	http://biodiversity.org.au/apni.publication/101157	Verzeichniss der Pflanzenkulturen in der Gr~uflich Hoffmannseggischen G~urten zu Dresden und Rammenau 1. (1824).		(1824)	Verzeichniss der Pflanzenkulturen in der Gr~uflich Hoffmannseggischen G~urten zu Dresden und Rammenau 1. (1824).				
urn:lsid:biodiversity.org.au:apni.publication:101169	http://biodiversity.org.au/apni.publication/101169	Jussieu, A.H.L. de, Memoires sur les Rutacees. (Dec. 1825).		(Dec. 1825)	Jussieu, A.H.L. de, Memoires sur les Rutacees. (Dec. 1825).			Mem. Rutac.	
urn:lsid:biodiversity.org.au:apni.publication:101238	http://biodiversity.org.au/apni.publication/101238	Razoumoffsky, A. de, Catalogue du Jardin des Plantes a Gorenki. (post Apr. 1812).		(post Apr. 1812)	Razoumoffsky, A. de, Catalogue du Jardin des Plantes a Gorenki. (post Apr. 1812).				
urn:lsid:biodiversity.org.au:apni.publication:104857	http://biodiversity.org.au/apni.publication/104857	A Sketch of the Botany of South-Carolina and Georgia. 1816-1823.		1816-1823	A Sketch of the Botany of South-Carolina and Georgia. 1816-1823.				
urn:lsid:biodiversity.org.au:apni.publication:104920	http://biodiversity.org.au/apni.publication/104920	Nova Genera et Species Plantarum 6 (ed. folio). (6 Aug. 1823).		(6 Aug. 1823)	Nova Genera et Species Plantarum 6 (ed. folio). (6 Aug. 1823).				
urn:lsid:biodiversity.org.au:apni.publication:104921	http://biodiversity.org.au/apni.publication/104921	(ed. quarto). (Jan. 1824).		(Jan. 1824)	(ed. quarto). (Jan. 1824).				
urn:lsid:biodiversity.org.au:apni.publication:104971	http://biodiversity.org.au/apni.publication/104971	~tber Einige Farngettungen. Polypodium. (1859).		(1859)	~tber Einige Farngettungen. Polypodium. (1859).				
urn:lsid:biodiversity.org.au:apni.publication:104978	http://biodiversity.org.au/apni.publication/104978	Tuckey, J.H., Narrative of an Expedition to Explore the River Zaire. 3 Mar. 1818.		3 Mar. 1818	Tuckey, J.H., Narrative of an Expedition to Explore the River Zaire. 3 Mar. 1818.			Narr. Exped. Zaire	
urn:lsid:biodiversity.org.au:apni.publication:105072	http://biodiversity.org.au/apni.publication/105072	The Journal of Japanese Botany 28. (Oct. 1953).		(Oct. 1953)	The Journal of Japanese Botany 28. (Oct. 1953).				
urn:lsid:biodiversity.org.au:apni.publication:105139	http://biodiversity.org.au/apni.publication/105139	Koch, K., Dendrologie. 1869-1873.		1869-1873	Koch, K., Dendrologie. 1869-1873.			Dendrologie	
urn:lsid:biodiversity.org.au:apni.publication:105230	http://biodiversity.org.au/apni.publication/105230	Biotropica 20. (1988).		(1988)	Biotropica 20. (1988).				
urn:lsid:biodiversity.org.au:apni.publication:105231	http://biodiversity.org.au/apni.publication/105231	Bates, D.M.,Robinson, R.W. & Jeffrey, C., Biology and Utilization of the Cucurbitaceae.			Bates, D.M.,Robinson, R.W. & Jeffrey, C., Biology and Utilization of the Cucurbitaceae.				
urn:lsid:biodiversity.org.au:apni.publication:105390	http://biodiversity.org.au/apni.publication/105390	Journal of the Indian Botanical Society. 1924+.		1924+	Journal of the Indian Botanical Society. 1924+.			J. Indian. Bot. Soc.	
urn:lsid:biodiversity.org.au:apni.publication:105473	http://biodiversity.org.au/apni.publication/105473	Contributions from the Bolus Herbarium. (17 Nov. 1977).		(17 Nov. 1977)	Contributions from the Bolus Herbarium. (17 Nov. 1977).				
urn:lsid:biodiversity.org.au:apni.publication:105483	http://biodiversity.org.au/apni.publication/105483	Flora Javae 4. 31 Mar. 1851.		31 Mar. 1851	Flora Javae 4. 31 Mar. 1851.				
urn:lsid:biodiversity.org.au:apni.publication:105534	http://biodiversity.org.au/apni.publication/105534	Pacific Science; a quarterly devoted to the biological and physical sciences of the pacific region. 1947 -.		1947 -	Pacific Science; a quarterly devoted to the biological and physical sciences of the pacific region. 1947 -.			Pacific Sci.	
urn:lsid:biodiversity.org.au:apni.publication:105593	http://biodiversity.org.au/apni.publication/105593	The Annals of the Bolus Herbarium. 1914[1915]-1928.		1914[1915]-1928	The Annals of the Bolus Herbarium. 1914[1915]-1928.				
urn:lsid:biodiversity.org.au:apni.publication:105806	http://biodiversity.org.au/apni.publication/105806	The Garden and The Field: A Journal of General Industries. (Dec. 1880).		(Dec. 1880)	The Garden and The Field: A Journal of General Industries. (Dec. 1880).				Royal Agricultural & Horticultural Society of S.A.
urn:lsid:biodiversity.org.au:apni.publication:105817	http://biodiversity.org.au/apni.publication/105817	Ossterreichische Botanische Zeitschrift. Sep. 1895.		Sep. 1895	Ossterreichische Botanische Zeitschrift. Sep. 1895.				
urn:lsid:biodiversity.org.au:apni.publication:105837	http://biodiversity.org.au/apni.publication/105837	Neue Schriften der Gesellschaft Naturforschender Freunde zu Berlin 4. (1803).		(1803)	Neue Schriften der Gesellschaft Naturforschender Freunde zu Berlin 4. (1803).				
urn:lsid:biodiversity.org.au:apni.publication:105872	http://biodiversity.org.au/apni.publication/105872	Lamarck, J.B.A.P. de Monnet de, Journal d'Histoire Naturelle (Paris). (1 Mar. 1792).		(1 Mar. 1792)	Lamarck, J.B.A.P. de Monnet de, Journal d'Histoire Naturelle (Paris). (1 Mar. 1792).				
urn:lsid:biodiversity.org.au:apni.publication:105878	http://biodiversity.org.au/apni.publication/105878	Repertorium Herbarii sive Nomenclator Generum Plantarum. (Jul. 1841).		(Jul. 1841)	Repertorium Herbarii sive Nomenclator Generum Plantarum. (Jul. 1841).				
urn:lsid:biodiversity.org.au:apni.publication:106038	http://biodiversity.org.au/apni.publication/106038	Brown, R., On the Asclepiadeae. 1-7 Apr. 1810.		1-7 Apr. 1810	Brown, R., On the Asclepiadeae. 1-7 Apr. 1810.			Asclepiadeae	
urn:lsid:biodiversity.org.au:apni.publication:106100	http://biodiversity.org.au/apni.publication/106100	Linnaeus, C. von, Planta Alstroemeria. 23 Jun. 1762.		23 Jun. 1762	Linnaeus, C. von, Planta Alstroemeria. 23 Jun. 1762.				
urn:lsid:biodiversity.org.au:apni.publication:106117	http://biodiversity.org.au/apni.publication/106117	The Cactus and Succulent Journal of Great Britain. (1946-1982).		(1946-1982)	The Cactus and Succulent Journal of Great Britain. (1946-1982).				
urn:lsid:biodiversity.org.au:apni.publication:106120	http://biodiversity.org.au/apni.publication/106120	The British Flower Garden 6. (1 Sep. 1833).		(1 Sep. 1833)	The British Flower Garden 6. (1 Sep. 1833).				
urn:lsid:biodiversity.org.au:apni.publication:106159	http://biodiversity.org.au/apni.publication/106159	Proc. Acad. Nat. Sci. Philadelphia 129. (1977).		(1977)	Proc. Acad. Nat. Sci. Philadelphia 129. (1977).				
urn:lsid:biodiversity.org.au:apni.publication:106174	http://biodiversity.org.au/apni.publication/106174	Link, J.H.F., Filicum Species in Horto Regio Botanico Berolinensis Cultae. 1841.		1841	Link, J.H.F., Filicum Species in Horto Regio Botanico Berolinensis Cultae. 1841.			Fil. Spec.	
urn:lsid:biodiversity.org.au:apni.publication:108680	http://biodiversity.org.au/apni.publication/108680	Die Amaranthaceen Mitteleuropas. (1961).		(1961)	Die Amaranthaceen Mitteleuropas. (1961).				
urn:lsid:biodiversity.org.au:apni.publication:105676	http://biodiversity.org.au/apni.publication/105676	Neue Beytr~uge zur Botanik. (2 May 1802).		(2 May 1802)	Neue Beytr~uge zur Botanik. (2 May 1802).				
urn:lsid:biodiversity.org.au:apni.publication:105724	http://biodiversity.org.au/apni.publication/105724	Reiche, C.F., Flora de Chile. 1896-1911.		1896-1911	Reiche, C.F., Flora de Chile. 1896-1911.				
urn:lsid:biodiversity.org.au:apni.publication:107952	http://biodiversity.org.au/apni.publication/107952	Elkan, L., Tentamen Monographiae Papaver. (2 Oct. 1839).		(2 Oct. 1839)	Elkan, L., Tentamen Monographiae Papaver. (2 Oct. 1839).				
urn:lsid:biodiversity.org.au:apni.publication:108083	http://biodiversity.org.au/apni.publication/108083	Phucagrostidum Theophrasti Anthesis. (1792).		(1792)	Phucagrostidum Theophrasti Anthesis. (1792).				
urn:lsid:biodiversity.org.au:apni.publication:108098	http://biodiversity.org.au/apni.publication/108098	Schauer, J.C., Monographia Myrtacearum Xerocarpicarum. (Feb.<NR>Nov. 1843).		(Feb.<NR>Nov. 1843)	Schauer, J.C., Monographia Myrtacearum Xerocarpicarum. (Feb.<NR>Nov. 1843).				
urn:lsid:biodiversity.org.au:apni.publication:108107	http://biodiversity.org.au/apni.publication/108107	Plant Life 21. (1965).		(1965)	Plant Life 21. (1965).				
urn:lsid:biodiversity.org.au:apni.publication:108108	http://biodiversity.org.au/apni.publication/108108	Plant Life. 1945+.		1945+	Plant Life. 1945+.				American Plant Life Society
urn:lsid:biodiversity.org.au:apni.publication:108173	http://biodiversity.org.au/apni.publication/108173	Synopsis Plantarum seu Enumeratio Systematica ... 1. (28 Jul.<NR>3 Aug. 1839).		(28 Jul.<NR>3 Aug. 1839)	Synopsis Plantarum seu Enumeratio Systematica ... 1. (28 Jul.<NR>3 Aug. 1839).				
urn:lsid:biodiversity.org.au:apni.publication:108182	http://biodiversity.org.au/apni.publication/108182	The Journal of Heredity. 1914-.		1914-	The Journal of Heredity. 1914-.				
urn:lsid:biodiversity.org.au:apni.publication:108292	http://biodiversity.org.au/apni.publication/108292	Journal de Physique, de Chimie, d'Histoire Naturelle et des Arts. (Aug. 1819).		(Aug. 1819)	Journal de Physique, de Chimie, d'Histoire Naturelle et des Arts. (Aug. 1819).			J. Phys.Chim.Hist. Nat. Arts	
urn:lsid:biodiversity.org.au:apni.publication:108314	http://biodiversity.org.au/apni.publication/108314	Sturt, C., Narrative of an Expedition into Central Australia. (Jan.<NR>Feb. 1849).		(Jan.<NR>Feb. 1849)	Sturt, C., Narrative of an Expedition into Central Australia. (Jan.<NR>Feb. 1849).				T. and W. Boone Publishers
urn:lsid:biodiversity.org.au:apni.publication:108368	http://biodiversity.org.au/apni.publication/108368	Hortulus, The Garden 10. (Aug. 1876).		(Aug. 1876)	Hortulus, The Garden 10. (Aug. 1876).				
urn:lsid:biodiversity.org.au:apni.publication:108475	http://biodiversity.org.au/apni.publication/108475	Adumbrationes Plantarum nonnullarum Horti Halensi Academici Selectarum. (1806).		(1806)	Adumbrationes Plantarum nonnullarum Horti Halensi Academici Selectarum. (1806).				
urn:lsid:biodiversity.org.au:apni.publication:108593	http://biodiversity.org.au/apni.publication/108593	Geillustreerde Schoolflora voor Nederland. 1900-1975.		1900-1975	Geillustreerde Schoolflora voor Nederland. 1900-1975.				
urn:lsid:biodiversity.org.au:apni.publication:101541	http://biodiversity.org.au/apni.publication/101541	Hooker, W.J. & Baker, J.G., Synopsis Filicum. 1865-1868.		1865-1868	Hooker, W.J. & Baker, J.G., Synopsis Filicum. 1865-1868.			Syn.fil.	
urn:lsid:biodiversity.org.au:apni.publication:101693	http://biodiversity.org.au/apni.publication/101693	South Australian Journal of Agriculture. Jan. 1904.		Jan. 1904	South Australian Journal of Agriculture. Jan. 1904.				
urn:lsid:biodiversity.org.au:apni.publication:101708	http://biodiversity.org.au/apni.publication/101708	Histoire Physique, Politique et Naturelle de l'Ile de Cuba 1. (1846).		(1846)	Histoire Physique, Politique et Naturelle de l'Ile de Cuba 1. (1846).				
urn:lsid:biodiversity.org.au:apni.publication:101717	http://biodiversity.org.au/apni.publication/101717	Hooker, J.D., The botany of the Antarctic voyage of H.M. discovery ships Erebus and Terror.  II. Flora Novae-Zelandiae. 1852-1855.		1852-1855	Hooker, J.D., The botany of the Antarctic voyage of H.M. discovery ships Erebus and Terror.  II. Flora Novae-Zelandiae. 1852-1855.	urn:lsid:biodiversity.org.au:apni.publication:180941		Fl. nov.-zel.	Reeve, Brothers
